,DJI_label,NASDAQ_label,NYSE_label,RUSSELL_label,S&P_label
1055,1,1,1,1,1
1200,0,0,0,0,0
1476,1,1,1,1,1
264,1,1,1,1,1
321,0,1,1,1,1
720,0,0,0,0,0
907,1,1,1,1,1
1176,1,1,1,1,1
486,0,0,0,0,0
841,0,0,0,0,0
1465,1,1,1,1,1
25,1,1,1,1,1
115,0,0,0,1,0
1294,0,0,0,0,0
772,1,0,1,0,1
633,1,1,1,1,1
259,0,0,0,0,0
493,1,1,1,1,1
1007,1,1,1,1,1
191,0,0,0,0,0
480,1,1,1,1,1
270,0,0,0,0,0
1074,0,0,0,0,0
137,0,0,0,0,0
490,0,0,0,0,0
1485,0,0,0,0,0
1281,0,1,1,1,1
1522,1,1,1,0,1
960,0,0,0,0,0
515,0,0,0,0,0
708,0,0,0,1,0
526,1,0,0,0,0
648,0,0,0,0,0
395,1,1,1,1,1
1066,0,0,0,0,0
1274,0,0,0,0,0
702,0,1,1,1,1
102,1,1,1,1,1
1344,1,1,1,0,1
1370,1,1,1,1,1
1526,0,0,0,0,0
1433,0,0,0,0,0
385,0,0,0,0,0
1369,0,0,0,0,0
483,0,0,0,0,0
950,0,0,0,0,0
1098,1,1,1,1,1
652,1,1,1,1,1
1425,1,1,1,1,1
83,0,0,0,0,0
1015,0,0,0,0,0
711,0,0,0,0,0
1107,1,1,1,1,1
280,1,0,1,0,0
895,1,0,1,1,1
1762,1,1,1,1,1
1594,1,1,1,1,1
24,0,0,1,0,0
188,1,1,1,1,1
350,1,1,1,1,1
1407,1,0,0,0,0
989,1,1,1,0,1
1453,0,0,0,0,0
1569,0,0,0,0,0
1689,1,1,1,1,1
1550,0,0,0,0,0
195,0,0,0,1,0
1103,0,0,0,0,0
971,0,0,0,0,0
1050,0,1,0,1,0
1627,0,0,0,0,0
1402,0,0,0,0,0
378,0,0,0,0,0
683,1,1,1,1,1
1147,1,1,0,1,0
267,0,0,0,0,0
1508,0,0,0,0,0
210,0,1,1,1,0
1046,0,1,0,1,0
1092,1,1,1,1,1
646,0,1,0,0,1
1081,0,0,0,0,0
1448,0,0,0,0,0
1685,0,0,0,0,0
1172,1,1,1,1,1
1043,1,1,1,1,1
1451,0,0,0,0,0
624,0,0,0,0,0
1566,1,1,1,1,1
681,0,0,0,0,0
126,1,1,1,1,1
638,0,0,0,0,0
1146,1,0,0,0,0
2,1,0,0,1,0
274,0,1,1,1,1
22,1,0,1,1,1
145,1,0,0,0,0
1619,0,0,0,0,0
1737,0,1,0,0,0
391,0,0,0,0,0
315,0,0,0,0,0
1646,0,0,0,0,0
1486,0,0,0,0,1
639,1,1,1,1,1
1012,1,1,0,0,0
1498,0,0,0,1,0
129,0,0,0,0,0
94,1,1,1,1,1
866,1,1,1,1,1
512,0,0,0,0,0
735,1,1,1,1,1
304,0,0,0,0,0
664,1,1,1,1,1
988,1,0,1,1,1
842,0,0,0,0,0
308,0,0,0,0,0
134,1,1,0,1,0
1185,0,0,1,0,0
419,0,0,0,0,0
1494,1,1,1,1,1
43,0,0,0,0,0
1410,0,0,0,0,0
254,0,1,1,1,1
649,1,1,1,1,1
955,1,0,0,0,0
563,1,1,1,1,1
864,1,0,0,0,1
127,0,0,0,1,0
562,0,0,0,0,0
1064,1,1,1,1,1
1459,0,0,1,0,0
246,0,0,0,0,0
1101,0,0,0,0,0
1597,0,0,0,0,0
67,0,0,0,0,0
997,1,1,1,1,1
201,1,1,1,1,1
1184,0,0,0,0,0
1592,1,1,1,1,1
797,0,0,0,0,0
1122,0,0,0,0,0
541,1,0,0,1,0
665,1,1,1,1,1
821,0,0,0,1,0
678,1,1,1,1,1
614,0,0,0,0,0
1664,0,0,0,0,0
1638,0,0,0,0,0
11,0,0,0,0,0
1138,0,0,1,1,0
1692,0,0,0,0,0
967,0,0,0,0,0
276,0,0,1,0,0
331,0,0,0,0,0
1471,1,1,1,1,1
1546,0,0,0,0,0
341,0,0,0,0,0
1257,1,1,1,1,1
1588,1,1,1,1,1
522,1,0,1,0,1
1284,1,1,1,1,1
1560,0,1,1,1,1
1429,1,1,1,1,1
773,0,1,0,0,0
501,1,0,1,0,0
428,0,0,0,0,0
1145,0,0,0,0,0
672,1,1,1,1,1
800,0,0,0,0,0
920,0,0,0,0,0
795,0,0,0,0,0
660,0,1,0,1,1
1617,0,0,0,0,0
382,1,1,1,1,1
551,0,0,0,0,0
1100,0,0,0,0,0
273,0,0,0,0,0
750,1,1,1,1,1
404,0,0,0,0,0
1060,0,0,0,0,0
1362,1,1,0,0,1
213,0,0,0,0,0
726,0,0,0,0,0
1464,1,0,1,1,1
529,0,0,0,1,0
1713,1,1,1,1,1
1205,1,1,1,0,1
293,0,0,0,0,0
1701,1,1,1,1,1
311,1,1,1,1,1
666,1,0,1,1,0
1435,0,0,0,0,0
498,0,1,0,0,0
1010,0,0,0,0,0
640,0,0,0,0,0
1006,0,0,0,0,0
226,1,1,1,1,1
474,1,1,1,1,1
961,0,0,0,1,0
840,1,0,0,0,0
1078,0,0,0,0,0
503,0,0,0,0,0
607,1,1,1,1,1
41,1,1,0,0,0
146,0,0,0,0,0
706,1,1,1,1,1
1586,1,1,1,1,1
1677,1,1,1,0,1
1311,1,0,1,0,1
1044,0,0,1,0,0
1032,0,0,0,0,0
1047,1,1,1,1,1
1086,0,1,0,1,0
1472,1,1,1,0,1
1419,1,1,1,1,1
771,0,0,0,0,0
760,0,0,0,0,0
608,1,1,1,1,1
966,0,0,0,1,0
576,0,1,0,0,1
1750,0,0,0,0,0
1647,0,1,1,1,1
1418,1,1,1,1,1
1214,0,0,0,0,0
1708,1,1,1,1,1
1280,0,0,0,0,0
944,1,1,1,1,1
245,0,0,0,0,0
1605,1,0,1,0,0
579,1,1,1,1,1
58,0,1,0,1,0
677,0,0,0,0,0
547,1,1,1,0,1
249,0,1,0,1,0
448,1,0,1,0,0
930,1,1,1,1,1
833,0,0,0,0,0
288,1,1,1,1,1
534,0,0,1,1,1
969,0,1,0,1,0
1720,1,1,0,0,1
682,0,0,0,0,0
124,1,1,1,1,1
1222,0,1,0,0,0
118,1,1,1,1,1
1148,1,1,1,1,1
175,0,0,0,0,0
1231,0,0,0,0,0
657,1,0,0,0,0
975,0,0,0,1,0
271,1,1,1,1,1
1709,0,0,1,1,0
998,0,0,0,0,0
1394,1,0,1,1,0
1611,1,0,1,1,1
819,1,1,1,1,1
1040,0,0,0,0,0
95,1,1,1,1,1
1745,0,0,0,0,0
901,0,0,0,0,0
477,1,1,1,1,1
1020,1,0,0,0,0
1135,1,1,1,1,1
927,0,0,0,0,0
734,0,1,0,1,0
1180,0,0,0,0,0
79,1,1,1,1,1
473,0,0,0,0,0
125,1,1,1,1,1
1038,1,0,0,0,0
680,0,0,0,0,0
53,1,1,1,1,1
898,1,1,1,1,1
373,1,1,1,1,1
408,0,0,0,0,0
39,0,0,0,0,0
200,0,0,0,0,0
1491,1,1,1,1,1
776,0,0,0,0,0
1408,1,1,1,1,1
1073,0,0,0,0,0
813,1,0,1,0,1
1574,1,1,1,1,1
538,0,1,0,1,0
925,0,0,0,0,0
1246,1,1,1,1,1
10,1,1,1,1,1
550,0,0,0,0,0
1238,0,0,0,0,0
595,1,0,1,1,1
1245,0,0,0,0,0
1036,0,0,0,0,0
236,0,0,0,1,0
340,0,0,0,0,0
548,1,1,1,1,1
168,0,0,0,0,0
1366,1,1,1,1,1
1506,1,0,1,0,1
976,0,0,0,0,0
370,0,0,0,0,0
212,0,0,0,0,0
630,1,0,0,0,0
1003,0,0,0,0,0
1735,0,0,0,0,0
1163,1,0,1,1,1
625,1,1,1,1,1
1333,1,0,1,1,1
1532,0,1,0,0,0
97,0,0,0,0,0
1330,1,1,1,1,1
744,1,1,1,1,1
1202,1,1,1,1,1
374,0,0,0,0,0
565,0,1,1,1,1
1415,0,0,0,0,0
1540,0,0,0,0,0
1017,1,0,1,0,1
30,0,0,0,0,0
1144,1,1,1,1,1
296,1,1,1,1,1
616,0,0,0,0,0
80,0,0,0,0,0
1140,0,1,1,1,1
959,1,1,1,1,1
1616,1,1,0,1,1
1247,1,1,1,1,1
1744,0,0,0,0,0
426,1,1,1,1,1
1289,0,0,0,0,0
1321,0,0,0,0,0
334,0,0,0,0,0
1291,1,0,1,1,1
248,1,0,1,0,0
838,0,0,0,0,0
297,0,0,0,0,0
802,0,1,1,1,1
61,1,1,1,1,1
1544,0,0,0,0,0
909,0,0,0,1,0
238,0,0,0,0,0
1233,0,0,0,0,0
1414,0,0,0,0,0
1434,1,1,1,1,1
192,0,1,0,1,1
835,0,0,0,0,0
590,1,1,1,1,1
623,1,1,1,1,1
1711,0,0,0,0,0
1555,1,1,1,1,1
517,0,1,0,0,0
1035,1,0,0,0,1
945,1,1,1,1,1
806,1,1,1,1,1
904,1,1,1,1,1
1197,0,0,0,0,0
132,0,0,0,0,0
375,0,0,0,0,0
87,1,1,1,1,1
1251,0,0,0,0,0
935,1,0,1,1,1
1641,0,0,0,0,0
783,0,1,0,0,0
560,1,1,1,1,1
367,0,1,1,0,0
1128,1,1,1,1,1
1013,1,0,0,0,0
1168,1,0,1,0,1
577,0,0,0,0,0
1204,1,0,0,0,0
160,1,0,1,1,1
1663,1,1,1,1,1
592,1,1,1,1,1
1468,1,1,1,1,1
1269,0,0,0,0,0
183,1,1,1,1,1
417,0,0,0,0,0
780,1,1,1,1,1
610,1,0,1,1,0
743,1,1,1,1,1
16,1,1,1,1,1
153,1,1,1,1,1
1000,0,0,0,0,0
658,0,0,0,1,0
1120,0,0,0,0,0
1234,1,0,1,1,1
99,1,1,1,1,0
1271,0,0,0,1,0
196,0,0,0,0,0
1495,1,1,1,1,1
1137,1,1,1,1,1
1359,1,1,1,1,1
1503,0,0,0,0,0
586,1,1,1,1,1
1340,1,1,1,1,1
1534,1,1,1,1,1
1264,1,1,1,1,1
207,1,0,1,1,1
926,1,0,0,0,0
553,0,0,0,0,0
1452,0,0,0,0,0
662,0,0,0,0,0
497,0,0,0,0,0
837,1,1,1,1,1
1159,0,0,0,0,0
561,0,0,0,0,0
957,1,0,1,1,0
457,0,0,0,0,0
1300,1,1,1,1,1
766,0,0,0,0,0
372,1,0,1,0,1
117,1,1,1,1,1
1325,0,0,0,1,0
1375,1,1,1,1,1
1379,1,1,1,1,1
157,0,0,0,0,0
59,0,0,0,0,0
1478,1,1,1,1,1
1178,1,0,1,0,1
933,0,0,0,0,0
218,1,1,1,1,1
1475,0,1,0,0,0
1350,0,0,0,0,0
169,0,0,0,0,0
1104,0,0,0,0,0
451,0,0,0,0,0
266,0,1,0,1,0
613,0,1,0,1,1
1250,0,0,0,0,0
861,1,1,1,1,1
9,0,0,0,0,0
995,0,0,0,0,1
392,1,0,1,0,0
252,0,1,0,1,1
1457,0,0,0,0,0
164,1,1,1,1,1
1480,0,0,1,1,1
1585,0,0,0,0,0
885,1,0,1,0,0
1392,1,1,1,1,1
381,0,0,0,0,0
622,1,0,1,1,1
413,0,0,0,1,0
626,0,0,0,0,0
488,0,1,0,1,0
1704,1,1,1,1,1
1354,1,0,1,0,1
887,0,0,0,0,0
1563,0,0,0,0,0
14,1,1,1,1,1
1671,1,0,1,0,1
65,1,1,1,1,1
1356,1,1,1,1,1
1496,0,0,0,0,0
874,1,1,1,1,1
1618,0,1,0,0,0
617,1,1,1,1,1
1134,1,1,1,1,1
1117,1,1,1,1,1
415,0,0,0,0,0
1160,1,1,1,1,1
149,1,1,1,1,1
954,0,0,0,0,0
339,0,0,0,0,0
1413,0,1,1,1,1
724,1,1,1,1,1
1322,0,0,0,0,0
1724,1,1,1,0,1
979,1,1,1,1,1
914,1,0,0,0,0
1199,1,1,1,1,1
414,0,0,0,0,0
202,0,0,0,0,0
1567,0,0,1,0,1
1292,0,0,0,0,0
880,1,1,1,1,1
284,0,0,0,0,0
1696,0,0,0,0,0
817,1,1,1,1,1
1191,1,1,1,1,1
1065,1,1,0,1,1
770,0,1,0,0,0
107,1,1,1,1,1
597,1,1,1,1,1
317,1,0,0,0,1
1404,1,1,0,0,1
537,0,1,0,1,0
999,0,1,1,1,1
968,1,0,1,1,1
1346,0,0,0,0,0
368,0,1,0,0,0
244,1,0,0,0,0
495,1,0,0,0,0
1061,1,1,1,1,1
1484,1,1,1,0,1
507,1,0,1,0,0
389,0,0,0,0,0
491,1,1,1,1,1
431,0,0,0,0,0
262,0,0,0,0,0
1059,1,1,1,1,1
768,0,0,0,0,0
905,1,1,1,1,1
1276,1,1,1,1,1
845,1,0,1,1,0
1442,1,1,1,1,1
609,1,1,1,1,1
676,0,0,0,0,0
1024,0,0,0,0,0
15,0,0,0,0,0
409,1,1,1,1,1
1261,1,1,1,1,1
510,0,0,0,0,0
1304,1,1,1,1,1
475,1,1,1,1,1
1639,1,0,1,0,1
903,1,0,1,0,1
588,1,0,1,0,1
1680,0,0,0,0,0
679,0,0,0,0,0
406,0,0,0,0,0
1547,0,0,0,0,0
913,1,1,1,1,1
1367,1,1,1,1,0
749,1,1,1,1,1
1279,0,0,0,0,0
1149,0,1,0,1,0
504,1,1,1,1,1
1242,1,1,1,1,1
1314,1,1,1,1,1
277,0,0,0,0,0
1690,1,1,0,0,1
154,1,1,1,1,1
531,0,0,1,1,0
986,1,1,1,1,1
1272,0,0,0,0,0
1558,0,0,0,0,0
689,1,1,1,1,1
1221,0,0,0,0,0
872,1,1,1,1,1
487,0,1,0,1,0
1702,0,0,0,0,0
223,0,0,0,0,0
1364,1,1,1,1,1
612,0,0,0,0,0
684,0,1,1,1,1
1676,0,0,0,0,0
359,1,1,1,1,1
855,0,0,0,0,0
891,0,0,0,0,0
1094,0,1,1,1,1
447,0,0,0,0,0
1420,1,1,1,1,1
27,1,1,1,0,1
953,1,1,1,1,1
463,1,1,1,1,1
1139,0,0,0,0,0
858,1,1,1,1,1
1651,1,1,1,1,1
980,0,0,0,0,0
571,1,1,1,1,1
206,0,0,1,1,0
1686,1,1,1,1,1
105,0,0,0,0,0
13,1,1,1,1,1
1608,1,1,1,1,1
659,1,0,1,1,1
1568,0,1,0,0,0
1428,0,1,0,1,0
239,0,1,0,1,0
1411,1,1,1,1,1
1026,0,0,0,0,0
791,1,1,1,1,1
1255,0,0,0,0,0
1077,0,0,0,0,0
1635,0,0,0,0,0
584,0,0,0,0,0
1181,1,0,0,0,0
804,0,0,0,0,0
875,0,0,0,0,0
1695,1,1,1,1,1
1642,0,0,0,0,0
1423,0,0,0,0,0
479,1,1,1,1,1
336,0,1,1,1,1
205,0,0,0,0,0
221,1,1,1,1,1
1681,0,0,0,0,0
355,0,0,0,0,0
1733,0,0,0,0,0
793,0,0,0,0,0
729,0,0,0,0,0
1455,1,1,1,1,1
1005,0,1,0,1,1
1201,1,1,1,1,1
444,0,0,0,0,0
1662,0,0,0,0,0
1051,0,1,1,1,0
814,0,0,0,0,0
316,0,1,0,0,0
591,1,0,0,0,0
1438,1,1,1,1,1
1603,0,0,0,0,0
552,0,1,1,1,0
723,1,1,1,1,1
1602,1,1,1,1,1
854,0,1,1,1,1
1449,0,0,0,0,0
434,1,1,1,1,1
782,1,1,1,1,1
916,0,0,0,0,0
383,1,1,1,1,1
335,1,1,1,1,1
1316,1,1,1,1,1
958,0,0,0,0,0
740,0,0,0,0,0
869,0,0,0,0,0
1489,0,0,0,0,0
931,0,0,0,0,0
456,0,0,0,0,0
1431,1,1,1,1,1
109,1,1,1,0,1
981,0,0,0,0,0
143,1,1,1,1,1
363,1,1,1,1,1
360,1,1,0,0,1
1212,0,0,0,0,0
1203,1,1,1,1,1
464,0,0,0,0,0
1049,1,0,1,1,1
1084,1,0,1,1,0
211,0,0,0,0,0
1171,0,1,0,1,0
405,1,1,1,1,1
1587,0,1,0,0,0
1698,1,1,1,1,1
300,0,0,0,0,0
645,1,1,1,1,1
511,1,0,1,0,0
1132,0,1,0,1,0
1380,0,1,0,1,1
596,1,1,1,1,1
446,1,1,1,1,1
1626,1,1,0,1,1
1053,1,1,1,1,1
1551,0,0,0,0,0
554,0,0,1,1,1
171,1,1,1,1,1
166,1,1,1,1,1
1751,1,1,1,1,1
788,1,1,1,1,1
1743,1,0,0,0,0
460,0,0,0,0,0
52,0,0,1,1,1
136,0,0,0,0,0
194,0,0,0,0,0
66,0,0,0,0,0
1169,0,0,0,0,0
834,0,1,1,1,1
232,0,0,0,0,0
1165,0,0,0,0,0
716,0,0,0,0,0
1553,0,0,0,0,0
1045,0,0,0,0,0
208,1,0,0,1,0
329,0,0,0,0,0
585,0,0,0,0,0
258,1,0,1,0,1
467,0,0,0,1,0
556,1,1,0,1,0
715,1,1,1,1,1
970,1,1,1,1,1
827,1,1,1,1,1
379,1,0,1,0,1
527,0,0,0,0,0
1718,1,1,1,1,1
1699,0,0,0,0,0
429,0,0,0,0,0
1456,1,1,1,1,1
1388,0,0,0,0,0
398,1,1,1,1,1
23,1,1,1,1,1
1302,1,1,1,1,1
704,0,0,0,0,0
257,1,1,1,1,1
752,1,1,0,1,1
574,0,0,0,0,0
707,1,1,1,1,1
705,0,0,0,0,0
386,1,1,1,1,1
937,1,1,1,1,1
116,0,0,0,0,0
520,0,0,0,0,0
784,1,0,1,0,0
767,0,1,0,0,0
141,0,0,0,0,0
860,1,1,1,1,1
1421,1,1,1,1,1
1179,1,1,1,1,1
831,0,0,0,0,0
403,1,1,1,1,1
1001,0,0,0,0,0
1512,0,1,0,0,0
1653,1,0,1,0,1
8,0,0,0,0,0
1230,1,1,1,1,1
1723,1,1,1,1,1
1162,0,0,0,0,0
1535,1,1,1,1,1
85,1,1,1,1,1
1112,0,0,0,0,0
1461,1,1,1,1,1
1599,0,0,0,0,0
943,0,0,0,0,0
857,0,0,0,0,0
742,1,1,0,1,0
1277,0,0,0,0,0
1673,1,1,1,1,1
306,0,0,0,0,0
197,0,0,0,0,0
1386,0,0,0,0,0
1341,0,0,0,0,0
150,1,1,1,1,1
1183,0,1,1,1,1
1632,1,1,1,1,1
1445,0,1,0,1,0
721,1,1,0,1,0
727,1,0,0,0,0
1499,0,0,0,0,0
1545,1,1,1,1,1
1342,0,0,0,0,0
852,1,1,1,1,1
1497,1,1,1,1,1
830,0,0,0,0,0
1687,1,0,1,1,1
751,1,1,1,1,1
984,0,0,0,0,0
1521,0,1,0,1,0
1760,1,1,1,1,1
263,0,0,0,1,0
72,1,1,1,1,1
1126,1,1,1,1,1
1580,0,0,0,0,0
1088,0,0,0,0,0
302,1,1,1,1,1
1436,0,0,0,0,0
805,1,1,1,1,1
1441,1,1,1,1,1
1721,1,1,1,1,1
1164,0,0,0,0,0
964,1,1,1,1,1
1525,1,1,1,1,1
1267,1,1,1,1,1
1093,0,1,0,0,0
69,0,0,1,0,0
632,1,0,1,1,1
1156,0,0,1,0,0
564,1,1,1,1,1
1462,0,0,0,0,0
882,0,0,0,0,0
859,0,0,0,0,0
787,0,0,0,0,0
1533,0,0,0,0,0
921,0,0,0,0,0
1454,0,0,1,1,0
449,0,0,0,0,0
337,1,1,1,1,1
712,0,0,1,1,1
1019,1,0,0,0,0
1096,0,0,0,0,0
1572,0,0,0,0,0
122,1,1,1,1,1
688,1,1,1,1,1
1079,0,0,0,0,0
388,1,1,1,1,1
461,0,1,1,1,0
974,0,0,0,0,0
170,0,0,0,0,0
1305,1,1,0,0,1
1507,1,1,1,1,1
269,0,0,0,0,0
539,1,1,1,1,1
86,1,1,1,1,1
1389,0,0,0,0,0
1106,0,0,0,0,0
1315,1,1,1,1,1
481,0,0,0,0,0
1731,0,0,0,0,0
877,0,0,0,0,0
1598,1,0,1,0,0
272,0,0,0,0,0
108,0,1,0,1,0
92,1,1,1,1,1
177,0,0,0,0,0
235,1,0,1,0,0
34,1,1,1,0,1
619,0,0,0,0,0
651,1,1,1,1,1
946,0,0,0,0,0
397,1,1,1,1,1
1361,0,0,0,0,0
1119,0,0,0,0,0
82,1,1,1,1,1
934,0,0,0,0,0
992,1,1,1,1,1
233,0,0,0,0,0
1674,1,1,1,0,1
725,0,0,0,0,0
691,0,0,0,0,0
243,1,0,1,0,0
1136,0,0,0,0,0
1368,0,0,0,0,0
1625,0,0,0,1,0
1306,0,0,0,0,0
261,1,1,1,1,1
1131,0,0,0,0,0
1347,1,1,1,0,1
384,1,1,1,1,1
886,0,0,0,0,0
110,0,0,0,0,0
947,1,1,1,1,1
436,0,0,0,0,0
557,0,0,0,0,0
219,1,1,1,1,1
1206,1,0,0,0,0
89,1,0,1,0,1
1570,0,0,0,0,0
1483,0,0,0,0,0
476,0,1,0,0,1
824,1,1,1,1,1
849,0,0,0,0,0
1444,1,1,1,1,1
972,0,0,0,0,0
1752,0,0,0,0,0
696,0,0,0,0,0
1473,0,0,1,0,1
1518,1,1,1,1,1
1376,0,0,0,0,0
1697,0,0,0,0,0
518,1,1,0,1,0
928,0,0,0,0,0
319,1,1,1,1,1
686,0,1,1,1,1
138,1,1,1,1,1
1372,0,0,0,0,0
1529,0,0,0,0,0
1187,0,1,1,1,1
64,1,0,0,0,0
758,1,1,1,1,1
719,1,1,1,1,1
1758,0,0,0,0,0
1583,0,0,0,0,0
525,0,0,0,0,0
1031,0,0,0,0,0
811,1,1,1,1,1
416,1,1,1,1,1
26,0,0,0,0,0
441,1,1,1,1,1
951,0,0,0,0,0
1174,1,0,1,0,1
1384,1,1,0,1,1
1085,1,1,1,1,1
48,0,1,0,1,1
1658,0,0,0,0,0
599,1,1,1,1,1
60,0,0,1,0,0
673,0,0,0,0,0
578,1,1,1,1,1
292,1,1,1,1,1
703,0,0,0,0,0
1615,0,0,0,0,0
535,1,1,1,1,1
1652,1,0,0,0,0
1688,0,0,0,0,0
602,1,1,1,1,0
1756,1,1,1,1,1
671,0,0,1,0,0
763,0,1,0,1,1
1150,1,1,1,0,1
642,0,0,0,1,0
764,0,1,0,0,0
130,0,0,0,0,0
1377,0,0,0,0,0
1256,1,0,0,0,0
410,0,1,0,1,0
1609,0,0,0,0,0
1219,0,1,1,1,1
111,0,0,0,0,0
757,0,0,0,0,0
1516,0,1,1,1,0
604,0,1,0,0,0
1729,0,0,1,0,1
846,0,0,0,0,0
1228,0,1,0,1,0
96,1,1,1,1,1
1071,1,1,1,1,1
376,0,0,0,0,0
77,0,0,0,0,0
1393,0,0,0,0,0
462,1,1,1,1,1
1669,0,0,0,0,0
1591,1,1,1,1,1
71,0,0,1,0,0
698,1,1,1,1,1
76,0,0,1,0,0
399,1,1,1,1,1
798,0,1,0,0,0
655,0,0,0,0,0
1109,0,1,0,1,0
1573,1,1,1,1,1
580,0,1,0,0,0
231,0,0,0,0,0
286,0,0,0,0,0
362,0,0,0,0,0
1504,0,0,0,0,0
775,1,1,1,0,1
1331,1,1,1,1,1
1177,0,0,0,0,0
844,0,0,0,0,0
762,0,0,1,1,1
165,0,0,0,0,0
453,0,0,0,0,0
1215,1,1,1,1,1
983,0,0,1,0,0
42,0,0,0,0,0
892,1,1,0,0,0
1648,0,0,0,0,0
1048,0,0,0,0,0
1034,0,0,0,0,0
1116,0,0,1,1,1
275,0,0,0,0,0
366,1,1,1,1,1
494,0,0,0,0,0
1405,1,1,1,1,1
1008,0,1,0,0,1
1693,0,0,0,0,0
1287,0,0,0,0,0
1217,0,0,0,0,0
1037,0,0,0,0,0
915,1,1,1,1,1
412,1,1,1,1,1
739,0,1,0,0,0
411,1,1,1,1,1
285,0,0,0,0,0
1589,0,1,0,0,0
1524,0,0,0,0,0
402,0,1,1,1,1
1391,0,0,0,0,0
1747,0,0,0,0,0
559,1,0,1,0,1
1584,0,1,0,0,0
1579,0,0,0,0,0
265,1,1,1,1,1
237,1,0,0,0,0
1310,0,0,0,0,0
250,0,0,0,0,0
753,1,1,1,1,1
738,0,0,0,0,0
1416,1,1,1,1,1
847,0,0,0,0,0
761,0,0,0,0,0
1426,1,1,1,1,1
1542,1,1,1,1,1
123,1,1,1,1,1
1400,1,1,1,1,1
1124,0,0,0,0,0
1080,1,0,0,0,0
439,1,1,1,1,1
1348,1,1,1,1,1
